,dateSold,propertyType,lotAreaValue,address,imgSrc,price,bedrooms,longitude,latitude,listingStatus,zpid,listingSubType,contingentListingType,daysOnZillow,bathrooms,livingArea,country,currency,lotAreaUnit,hasImage,newConstructionType,unit,Unnamed: 0
10,,SINGLE_FAMILY,5706.0,"9855 N Crook Ln, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/c6f220ee0c9a4799437488964e0d48d9-p_e.jpg,510000,4.0,-111.093994,32.38573,FOR_SALE,97371120,{'is_FSBA': True},,-1,3,3185.0,USA,USD,sqft,True,,,
11,,SINGLE_FAMILY,6185.0,"9221 W Creosote Rain Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/1f0abfee46f8d62424248e14a29cb913-p_e.jpg,380000,4.0,-111.16166,32.39269,FOR_SALE,306852098,{'is_FSBA': True},,-1,2,1787.0,USA,USD,sqft,True,,,
12,,SINGLE_FAMILY,6098.4,"11362 N Moon Ranch Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/7544b014c0448da9bd3b470340e91789-p_e.jpg,748988,5.0,-111.062195,32.412636,FOR_SALE,71687469,{'is_FSBA': True},,-1,3,3630.0,USA,USD,sqft,True,,,
13,,SINGLE_FAMILY,7405.2,"5447 W Panther Butte St, Marana, AZ 85658",https://photos.zillowstatic.com/fp/1d32f6f3912de71f25a71b2060c46832-p_e.jpg,350000,3.0,-111.08164,32.44145,FOR_SALE,8604325,{'is_FSBA': True},,-1,2,1495.0,USA,USD,sqft,True,,,
14,,SINGLE_FAMILY,7841.0,"11104 W Denier Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/befc52b48741e62177b3d2b6fd316004-p_e.jpg,480000,6.0,-111.20209,32.43568,FOR_SALE,71684687,{'is_FSBA': True},,-1,4,3883.0,USA,USD,sqft,True,,,
15,,SINGLE_FAMILY,2.6,"12926 N Red Quail Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/8476400d88ad4aba16f714f7e526457e-p_e.jpg,1125000,5.0,-111.09377,32.441093,FOR_SALE,97370987,{'is_FSBA': True},,-1,5,3439.0,USA,USD,acres,True,,,
16,,SINGLE_FAMILY,5712.0,"9968 N Crook Ln, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/1a132f1820bad5689f1f35d9dffff18a-p_e.jpg,445000,4.0,-111.09137,32.387688,FOR_SALE,89829385,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2393.0,USA,USD,sqft,True,,,
17,,SINGLE_FAMILY,2.025,"15045 N Cush Cayton Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/2d9e3504e694fd918e546afdd41f8c47-p_e.jpg,1950000,4.0,-111.052376,32.478516,FOR_SALE,82004330,{'is_FSBA': True},,-1,4,5143.0,USA,USD,acres,True,,,
18,,SINGLE_FAMILY,7150.0,"5752 W Cactus Garden Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/bec209b4c8502781e0ae49c3afcda728-p_e.jpg,365000,3.0,-111.0877,32.364525,FOR_SALE,8612492,"{'is_FSBA': True, 'is_openHouse': True}",,-1,2,1243.0,USA,USD,sqft,True,,,
19,,SINGLE_FAMILY,7840.8,"13116 N Pier Mountain Rd, Marana, AZ 85658",https://photos.zillowstatic.com/fp/9bf60d33554c4bdc3df22121859d4f92-p_e.jpg,557000,4.0,-111.06691,32.444965,FOR_SALE,8604093,{'is_FSBA': True},,-1,2,2045.0,USA,USD,sqft,True,,,
20,,SINGLE_FAMILY,8712.0,"11555 W Stone Mound Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/4f654a252bb27dc3293aa0db681b5226-p_e.jpg,430000,3.0,-111.21163,32.43565,FOR_SALE,67135215,{'is_FSBA': True},,-1,2,2456.0,USA,USD,sqft,True,,,
21,,SINGLE_FAMILY,7536.0,"11635 W Minneola Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/85c17da41f2ef83dd0c2dd9e0ff3307f-p_e.jpg,440000,4.0,-111.2133,32.436047,FOR_SALE,71684709,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2813.0,USA,USD,sqft,True,,,
22,,SINGLE_FAMILY,9148.0,"12279 N Wind Runner Pkwy, Marana, AZ 85658",https://photos.zillowstatic.com/fp/6492fac52a4a7e4788ba499b2c3b8070-p_e.jpg,550000,4.0,-111.04296,32.428917,FOR_SALE,97375967,{'is_FSBA': True},,-1,2,2250.0,USA,USD,sqft,True,,,
23,,SINGLE_FAMILY,8451.0,"11938 W Rocky Cove Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/316c6138c3c27de46441ff09c195ede8-p_e.jpg,525000,4.0,-111.219574,32.432995,FOR_SALE,97368457,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2885.0,USA,USD,sqft,True,,,
24,,SINGLE_FAMILY,6534.0,"9457 W Gambel Oak Ln, Marana, AZ 85653",https://photos.zillowstatic.com/fp/3159f22dffc6e398d8f49465f08da7cf-p_e.jpg,445000,5.0,-111.166626,32.38147,FOR_SALE,306852501,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2219.0,USA,USD,sqft,True,,,
25,,SINGLE_FAMILY,6534.0,"10722 Whitehall Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/c55fe64a8cdab718782143ef0a6f7a18-p_e.jpg,478323,3.0,,,FOR_SALE,2062302399,{'is_newHome': True},,-1,2,1838.0,USA,USD,sqft,True,BUILDER_SPEC,,
26,,SINGLE_FAMILY,7038.0,"10702 Whitehall Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/3c8b34de013aad3d2762f189ac12aa02-p_e.jpg,482186,3.0,,,FOR_SALE,2062302016,{'is_newHome': True},,-1,2,2136.0,USA,USD,sqft,True,BUILDER_SPEC,,
27,,SINGLE_FAMILY,6621.0,"12507 N Cottonseed Ln, Marana, AZ 85653",https://photos.zillowstatic.com/fp/b70a77938d78206a6d1379e4086ea3ad-p_e.jpg,379800,4.0,-111.207275,32.433235,FOR_SALE,67134846,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2345.0,USA,USD,sqft,True,,,
28,,SINGLE_FAMILY,,"Plan 1956 Modeled Plan, Colina de Anza Agave",https://photos.zillowstatic.com/fp/864820e7a3c937079e747baf28485e6e-p_e.jpg,419990,4.0,-111.08092,32.36557,FOR_SALE,2064166867,{'is_newHome': True},,-1,2,1956.0,USA,USD,,True,BUILDER_PLAN,# BDTKO2,
29,,SINGLE_FAMILY,8357.0,"11144 W Denier Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/aba1a24d178471d3e902a56bad4b5408-p_e.jpg,599999,6.0,-111.202934,32.435574,FOR_SALE,71684686,"{'is_FSBA': True, 'is_openHouse': True}",,-1,4,4045.0,USA,USD,sqft,True,,,
30,,SINGLE_FAMILY,0.25,"5455 W Opuntia Ln, Marana, AZ 85658",https://photos.zillowstatic.com/fp/b5088bc7f8008e796d98eb0c052e3cdc-p_e.jpg,625000,4.0,-111.081566,32.44753,FOR_SALE,119229982,{'is_FSBA': True},,-1,3,2538.0,USA,USD,acres,True,,,
31,,SINGLE_FAMILY,9583.2,"14197 N Stone Pendant Way, Marana, AZ 85658",https://photos.zillowstatic.com/fp/3f6c5adf3fdb69c73f72fef96ae0cc5d-p_e.jpg,365000,4.0,-111.20665,32.46416,FOR_SALE,97379343,{'is_FSBA': True},,-1,3,2053.0,USA,USD,sqft,True,,,
32,,SINGLE_FAMILY,5662.8,"12075 N Sutter Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/18b2a75beb73b867b183f05ef64fdbb4-p_e.jpg,425000,4.0,-111.19483,32.425755,FOR_SALE,333001972,{'is_FSBA': True},,-1,3,2401.0,USA,USD,sqft,True,,,
33,,SINGLE_FAMILY,6316.0,"11081 W Prairie Willow Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/83ab45ee891108dd4cb092c0cd151c75-p_e.jpg,374900,4.0,-111.20155,32.436043,FOR_SALE,67135052,{'is_FSBA': True},,-1,2,1873.0,USA,USD,sqft,True,,,
34,,SINGLE_FAMILY,0.27,"5664 W Copperhead Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/1a0f9c478c3603862e142b8773c30693-p_e.jpg,418000,3.0,-111.086586,32.37568,FOR_SALE,67130469,{'is_FSBA': True},,-1,2,1921.0,USA,USD,acres,True,,,
35,,SINGLE_FAMILY,8276.4,"21702 E Founders Rd, Red Rock, AZ 85145",https://photos.zillowstatic.com/fp/e61527db308a4fad7e909d5f47cb9820-p_e.jpg,390000,3.0,-111.33613,32.568443,FOR_SALE,185842397,{'is_FSBA': True},,-1,2,1780.0,USA,USD,sqft,True,,,
36,,SINGLE_FAMILY,0.27,"12564 N School Day Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/23bbdcb58bca13afb9131f61d98f0d8f-p_e.jpg,395000,3.0,-111.21343,32.435253,FOR_SALE,97433629,{'is_FSBA': True},,-1,2,2013.0,USA,USD,acres,True,,,
37,,SINGLE_FAMILY,5940.0,"9387 N Grasshopper Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/2fc4f6c6cda4e40d4a8c23a845426b7b-p_e.jpg,389900,4.0,-111.08534,32.377087,FOR_SALE,59831671,{'is_FSBA': True},,-1,2,1921.0,USA,USD,sqft,True,,,
38,,SINGLE_FAMILY,0.88200183654729,"14465 N Sunset Gallery Dr, Marana, AZ 85658",https://photos.zillowstatic.com/fp/3efe506f9ebed0bbd3a2979e0bda47da-p_e.jpg,1144000,4.0,-111.08923,32.469383,FOR_SALE,89829689,{'is_bankOwned': True},FORECLOSURE,-1,4,3355.0,USA,USD,acres,True,,,
39,,SINGLE_FAMILY,7840.8,"3723 W Richmond Vista Dr, Marana, AZ 85658",https://photos.zillowstatic.com/fp/3be5987d2aa0bccee49bb1f2879f82a4-p_e.jpg,685000,4.0,-111.045235,32.428646,FOR_SALE,97380961,{'is_FSBA': True},,-1,4,3375.0,USA,USD,sqft,True,,,
40,,SINGLE_FAMILY,6098.4,"11555 W Foxberry Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/85c4f0a10fd62e74f5eb9a2f0a7ca273-p_e.jpg,375000,3.0,-111.21142,32.433228,FOR_SALE,97425514,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2248.0,USA,USD,sqft,True,,,
41,,SINGLE_FAMILY,9147.6,"12454 N Fallen Shadows Dr, Marana, AZ 85658",https://photos.zillowstatic.com/fp/3e0fd56fce5c8bf83ae12349e8914b74-p_e.jpg,869000,4.0,-111.07266,32.432568,FOR_SALE,82013498,{'is_FSBA': True},,-1,2,2675.0,USA,USD,sqft,True,,,
42,,SINGLE_FAMILY,6098.4,"11067 W Fountain View Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/63c8b24d0bb9a76070530e27413d0de7-p_e.jpg,450000,4.0,-111.2017,32.42705,FOR_SALE,2075081339,{'is_FSBA': True},,-1,3,2257.0,USA,USD,sqft,True,,,
43,,SINGLE_FAMILY,8754.0,"8699 W Epworth Rd, Marana, AZ 85653",https://photos.zillowstatic.com/fp/72181762d33e425fc0b69f4aa0ddc189-p_e.jpg,595000,5.0,-111.15067,32.380714,FOR_SALE,97371543,{'is_FSBA': True},,-1,3,3461.0,USA,USD,sqft,True,,,
44,,SINGLE_FAMILY,7841.0,"12468 N Sandby Green Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/e6c9a80e73307d3f0f2cd0643ef72689-p_e.jpg,415000,4.0,-111.21026,32.43323,FOR_SALE,97429138,{'is_FSBA': True},,-1,2,2083.0,USA,USD,sqft,True,,,
45,,SINGLE_FAMILY,9148.0,"12735 N Satsuma Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/c688a0e2de689cf4c6b3c4e55f70ef35-p_e.jpg,396000,4.0,-111.210655,32.43774,FOR_SALE,67135292,{'is_FSBA': True},,-1,2,2338.0,USA,USD,sqft,True,,,
46,,SINGLE_FAMILY,6098.4,"8819 W Saguaro Moon Rd, Marana, AZ 85653",https://photos.zillowstatic.com/fp/46cfa177d86861d26e884b3b0ef09dcb-p_e.jpg,420000,4.0,-111.15325,32.382065,FOR_SALE,97376048,{'is_FSBA': True},,-1,3,1850.0,USA,USD,sqft,True,,,
47,,SINGLE_FAMILY,8886.0,"14224 N Silverleaf Ln, Marana, AZ 85658",https://photos.zillowstatic.com/fp/aab56cb7d846fa665f72242b1ceac2c7-p_e.jpg,715000,4.0,-111.12604,32.464684,FOR_SALE,247371428,{'is_FSBA': True},,-1,3,2673.0,USA,USD,sqft,True,,,
48,,SINGLE_FAMILY,7840.8,"5504 W Carriage Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/7d10437d0e47fafc3d779ff312df42e2-p_e.jpg,399900,3.0,-111.08247,32.36126,FOR_SALE,8612422,{'is_FSBA': True},,-1,2,2050.0,USA,USD,sqft,True,,,
49,,SINGLE_FAMILY,7405.2,"5502 W Whiptail Ct, Marana, AZ 85658",https://photos.zillowstatic.com/fp/6ad8d6809778be9649d118e28f5f708a-p_e.jpg,391000,2.0,-111.08253,32.43604,FOR_SALE,8604411,{'is_FSBA': True},,-1,2,1631.0,USA,USD,sqft,True,,,
50,,SINGLE_FAMILY,0.93200183654729,"10032 N Avra Vista Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/e0b251ed457c1181d0ed7bf8b2ec7b19-p_e.jpg,399000,3.0,-111.309875,32.386982,FOR_SALE,82007205,{'is_FSBA': True},,-1,2,2350.0,USA,USD,acres,True,,,
51,,SINGLE_FAMILY,6098.4,"10198 N Arroyo Lupine Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/27455fe833ad6259870d90dc28193bdc-p_e.jpg,398000,4.0,-111.16255,32.391884,FOR_SALE,306852145,{'is_FSBA': True},,-1,2,1787.0,USA,USD,sqft,True,,,
52,,SINGLE_FAMILY,0.35,"14095 N Speckled Burro Ln, Marana, AZ 85658",https://photos.zillowstatic.com/fp/3ededfb730fe40f0c277f42f72998763-p_e.jpg,1500000,3.0,-111.09993,32.462887,FOR_SALE,119229270,{'is_FSBA': True},,-1,4,3016.0,USA,USD,acres,True,,,
53,,SINGLE_FAMILY,0.92,"4855 N Buckmeister Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/fb30c7c7fac3dd14a6600f06a9145212-p_e.jpg,359900,4.0,-111.317535,32.292873,FOR_SALE,71692990,{'is_FSBA': True},,-1,2,1870.0,USA,USD,acres,True,,,
54,,SINGLE_FAMILY,6600.0,"12712 N Nep Ln, Marana, AZ 85653",https://photos.zillowstatic.com/fp/78ea04d648c6b99671892722d449900c-p_e.jpg,350000,4.0,-111.20021,32.437336,FOR_SALE,67135067,{'is_FSBA': True},,-1,2,1538.0,USA,USD,sqft,True,,,
55,,SINGLE_FAMILY,9147.6,"6916 W Foothills Acacia Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/70b445da96a1dde585e0245112cbed7c-p_e.jpg,750000,4.0,-111.112885,32.468517,FOR_SALE,247371048,{'is_FSBA': True},,-1,4,2830.0,USA,USD,sqft,True,,,
56,,SINGLE_FAMILY,6098.4,"11519 W Boll Bloom Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/ee24e87d23875932b9879d2caef3bc60-p_e.jpg,415000,4.0,-111.21109,32.42931,FOR_SALE,299580346,"{'is_FSBA': True, 'is_openHouse': True}",,-1,2,2013.0,USA,USD,sqft,True,,,
57,,SINGLE_FAMILY,5314.0,"6115 W Bandelier Ct, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/718167cee87c7fbc8c14bd36653ba583-p_e.jpg,475000,4.0,-111.09521,32.387287,FOR_SALE,97389349,{'is_FSBA': True},,-1,3,2400.0,USA,USD,sqft,True,,,
58,,SINGLE_FAMILY,7150.0,"5558 W Red Racer Dr, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/cd7c163c10cc814dfd955316448a44fd-p_e.jpg,490000,5.0,-111.08357,32.378963,FOR_SALE,67130378,{'is_FSBA': True},,-1,3,2886.0,USA,USD,sqft,True,,,
59,,SINGLE_FAMILY,1.5,"15275 N Silent Vista Ct, Marana, AZ 85658",https://photos.zillowstatic.com/fp/ae616b501dd3101e6f9591b73e345847-p_e.jpg,2999999,4.0,-111.05201,32.483112,FOR_SALE,87922885,{'is_FSBA': True},,-1,5,5378.0,USA,USD,acres,True,,,
60,,SINGLE_FAMILY,8668.0,"4330 W Summit Ranch Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/6098988e83be6a51fd5c708dd8feeedb-p_e.jpg,650000,4.0,-111.05784,32.421494,FOR_SALE,119229844,{'is_FSBA': True},,-1,3,3047.0,USA,USD,sqft,True,,,
61,,SINGLE_FAMILY,6098.4,"11380 W Burning Sage St, Marana, AZ 85653",https://photos.zillowstatic.com/fp/51f17c26a821a9782327a8cb55c79e8e-p_e.jpg,340000,3.0,-111.20769,32.438393,FOR_SALE,67135383,{'is_FSBA': True},,-1,2,1400.0,USA,USD,sqft,True,,,
62,,SINGLE_FAMILY,9583.2,"11256 W Olivaceous Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/ffe93afb334ab4d149f298e80898c958-p_e.jpg,389900,3.0,-111.204865,32.432487,FOR_SALE,97386982,{'is_FSBA': True},,-1,2,1850.0,USA,USD,sqft,True,,,
63,,SINGLE_FAMILY,7405.2,"10915 W Keuka Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/d50b76ae666cefa0fc41351baab39f3c-p_e.jpg,435000,3.0,-111.19793,32.425365,FOR_SALE,247365565,{'is_FSBA': True},,-1,2,1879.0,USA,USD,sqft,True,,,
64,,SINGLE_FAMILY,10367.0,"11524 N Vista Ranch Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/b6b5cbc4d65343f9b28718aff1b19fea-p_e.jpg,688700,4.0,-111.04791,32.41542,FOR_SALE,97399886,{'is_FSBA': True},,-1,3,2778.0,USA,USD,sqft,True,,,
65,,SINGLE_FAMILY,7150.0,"5571 W Red Rock Ridge St, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/bed674d053756f70382c192e24825b4c-p_e.jpg,389000,4.0,-111.08402,32.3601,FOR_SALE,8612373,{'is_FSBA': True},,-1,2,1878.0,USA,USD,sqft,True,,,
66,,SINGLE_FAMILY,8450.0,"11783 N Raphael Way, Tucson, AZ 85742",https://photos.zillowstatic.com/fp/66b08a444c44749d63b6cf8272cf29f9-p_e.jpg,690000,4.0,-111.075134,32.419342,FOR_SALE,239338191,{'is_FSBA': True},,-1,3,3220.0,USA,USD,sqft,True,,,
67,,SINGLE_FAMILY,0.9,"4135 W Sleeping Shadow Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/27d74997242dbb3feb356f44cc1056e1-p_e.jpg,925000,4.0,-111.05348,32.435684,FOR_SALE,97372098,{'is_FSBA': True},,-1,4,2868.0,USA,USD,acres,True,,,
68,,SINGLE_FAMILY,8059.0,"4165 W Summer Ranch Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/eb216b0f199b98a248804dc4ffdd91cb-p_e.jpg,850000,3.0,-111.054565,32.417,FOR_SALE,81961027,{'is_FSBA': True},,-1,2,1910.0,USA,USD,sqft,True,,,
69,,SINGLE_FAMILY,6969.6,"11582 W Vanderbilt Farms Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/7b8a52e77de8e11a8bca875fe6de52e5-p_e.jpg,600000,5.0,-111.21237,32.43983,FOR_SALE,87927202,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,3515.0,USA,USD,sqft,True,,,
70,,SINGLE_FAMILY,7405.2,"9836 N Havenwood Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/8a84e5e92b5fd2560d21f30fa1492480-p_e.jpg,500000,4.0,-111.157104,32.385414,FOR_SALE,97421424,{'is_FSBA': True},,-1,3,3185.0,USA,USD,sqft,True,,,
71,,SINGLE_FAMILY,8400.0,"7210 W Falcon View Pass, Marana, AZ 85658",https://photos.zillowstatic.com/fp/814f2b1901a168529ee285de58c6e25f-p_e.jpg,650000,4.0,-111.11918,32.464607,FOR_SALE,239225591,{'is_FSBA': True},,-1,3,2547.0,USA,USD,sqft,True,,,
72,,SINGLE_FAMILY,4966.0,"10754 W Golson Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/decf2084425c39bf7499a34a5fe78dae-p_e.jpg,359999,3.0,,,FOR_SALE,2062516793,{'is_FSBA': True},,-1,2,1327.0,USA,USD,sqft,True,,,
73,,SINGLE_FAMILY,6534.0,"8954 W Cloudwood Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/4fd0b3df73523b8ae64fd7c66b66939e-p_e.jpg,449500,5.0,-111.15664,32.382294,FOR_SALE,97377015,{'is_FSBA': True},,-1,3,2574.0,USA,USD,sqft,True,,,
74,,SINGLE_FAMILY,8756.0,"5085 W New Shadow Way, Marana, AZ 85658",https://photos.zillowstatic.com/fp/2cc3b873d636d392dadf67cab91684cc-p_e.jpg,548500,4.0,-111.07369,32.4289,FOR_SALE,67132348,"{'is_FSBA': True, 'is_openHouse': True}",,-1,2,2338.0,USA,USD,sqft,True,,,
75,,SINGLE_FAMILY,1.49,"5260 W Gallery Canyon Pl, Marana, AZ 85658",https://photos.zillowstatic.com/fp/b190e9639fbfbd1cbd43b39bdcdcd31f-p_e.jpg,4250000,5.0,-111.0771,32.465603,FOR_SALE,97383787,{'is_newHome': True},,-1,6,4300.0,USA,USD,acres,True,BUILDER_SPEC,,
76,,SINGLE_FAMILY,4800.0,"12177 N Sutter Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/b00fd5fc68b768c1ccc22ad8881b574a-p_e.jpg,389940,3.0,-111.193085,32.42561,FOR_SALE,2062322687,{'is_newHome': True},,-1,3,1869.0,USA,USD,sqft,True,BUILDER_SPEC,,
77,,SINGLE_FAMILY,5401.0,"5367 W Winding Desert Dr, Marana, AZ 85658",https://photos.zillowstatic.com/fp/c75cb0fc563e9037fbd943a63475cd70-p_e.jpg,408000,2.0,-111.08013,32.447994,FOR_SALE,71680574,{'is_FSBA': True},,-1,2,1558.0,USA,USD,sqft,True,,,
78,,SINGLE_FAMILY,5401.0,"10641 W Dickerson Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/38800adbc8a7c11e15c5e36b93416c4f-p_e.jpg,395000,4.0,-111.19217,32.427666,FOR_SALE,2068733907,"{'is_FSBA': True, 'is_openHouse': True}",,-1,2,1560.0,USA,USD,sqft,True,,,
79,,SINGLE_FAMILY,6098.4,"11272 W Harvester Dr, Marana, AZ 85653",https://photos.zillowstatic.com/fp/1b0bf5dea63859795612b67460d30c26-p_e.jpg,355000,3.0,-111.20561,32.434387,FOR_SALE,67134905,{'is_FSBA': True},,-1,3,2000.0,USA,USD,sqft,True,,,
80,,SINGLE_FAMILY,10454.4,"11956 N Placita Casa De Amor, Marana, AZ 85658",https://photos.zillowstatic.com/fp/44e40171818b49bb9dae845c318a5e9f-p_e.jpg,690000,3.0,-111.06521,32.42359,FOR_SALE,239219744,{'is_FSBA': True},,-1,4,3297.0,USA,USD,sqft,True,,,
81,,SINGLE_FAMILY,1.59,"12242 N Anway Rd, Marana, AZ 85653",https://photos.zillowstatic.com/fp/a948fed563bfa97870d9922a8fa576d1-p_e.jpg,269999,3.0,-111.32066,32.42688,FOR_SALE,8589387,{'is_FSBA': True},,-1,2,1258.0,USA,USD,acres,True,,,
82,,SINGLE_FAMILY,7002.0,"11713 W Tom Henry Way, Marana, AZ 85653",https://photos.zillowstatic.com/fp/62262a1d3faa90bed2e73bbd41bcdd15-p_e.jpg,360000,3.0,-111.215004,32.442623,FOR_SALE,97389425,{'is_FSBA': True},,-1,2,1407.0,USA,USD,sqft,True,,,
83,,SINGLE_FAMILY,8712.0,"7360 W Cactus Flower Pass, Marana, AZ 85658",https://photos.zillowstatic.com/fp/7f01edeab6d62bad93094c634241e17c-p_e.jpg,669000,2.0,-111.122604,32.46541,FOR_SALE,2064688156,"{'is_FSBA': True, 'is_openHouse': True}",,-1,3,2113.0,USA,USD,sqft,True,,,
