Row ID,Transaction ID,Transaction Date,Clear Date,Customer ID,Category,Sub-Category,Value
144,CA-2020-106180,9/18/2020,9/23/2020,SH-19975,Non-essential,Luxury,143.7
145,CA-2020-155376,12/22/2020,12/27/2020,SG-20080,Essential,Debt Payment,839.43
146,CA-2018-110744,9/7/2018,9/12/2018,HA-14920,Essential,Saving,671.93
147,CA-2017-110072,10/22/2017,10/28/2017,MG-17680,Non-essential,Alcohol,93.888
148,CA-2019-114489,12/5/2019,12/9/2019,JE-16165,Essential,Healthcare,384.45
149,CA-2019-114489,12/5/2019,12/9/2019,JE-16165,Essential,Healthcare,149.97
150,CA-2019-114489,12/5/2019,12/9/2019,JE-16165,Essential,Utilities,1951.84
151,CA-2019-114489,12/5/2019,12/9/2019,JE-16165,Non-essential,Travel/Lifestyle,171.55
152,CA-2019-158834,3/13/2019,3/16/2019,TW-21025,Essential,Debt Payment,157.92
153,CA-2019-158834,3/13/2019,3/16/2019,TW-21025,Essential,Healthcare,203.184
154,CA-2018-124919,5/31/2018,6/2/2018,SP-20650,Non-essential,Luxury,58.38
155,CA-2018-124919,5/31/2018,6/2/2018,SP-20650,Non-essential,Luxury,105.52
156,CA-2018-124919,5/31/2018,6/2/2018,SP-20650,Essential,Saving,80.88
157,CA-2018-118948,5/28/2018,6/3/2018,NK-18490,Non-essential,Luxury,6.63
158,CA-2017-104269,3/1/2017,3/6/2017,DB-13060,Essential,Utilities,457.568
159,CA-2019-114104,11/20/2019,11/24/2019,NP-18670,Non-essential,Luxury,14.62
160,CA-2019-114104,11/20/2019,11/24/2019,NP-18670,Essential,Healthcare,944.93
161,CA-2019-162733,5/11/2019,5/12/2019,TT-21070,Non-essential,Luxury,5.98
162,CA-2018-119697,12/28/2018,12/31/2018,EM-13960,Non-essential,Lifestyle,54.384
163,CA-2019-154508,11/16/2019,11/20/2019,RD-19900,Non-essential,Tobacco,28.4
164,CA-2019-113817,11/7/2019,11/11/2019,MJ-17740,Non-essential,Travel/Lifestyle,27.68
165,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Non-essential,Luxury,9.936
166,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Essential,Transportation,8159.952
167,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Essential,Saving,275.928
168,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Essential,Utilities,1740.06
169,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Non-essential,Luxury,32.064
170,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Essential,Debt Payment,177.98
171,CA-2017-139892,9/8/2017,9/12/2017,BM-11140,Essential,Healthcare,143.976
172,CA-2017-118962,8/5/2017,8/9/2017,CS-12130,Non-essential,Luxury,20.94
173,CA-2017-118962,8/5/2017,8/9/2017,CS-12130,Non-essential,Luxury,110.96
174,CA-2017-118962,8/5/2017,8/9/2017,CS-12130,Essential,Utilities,340.144
175,US-2017-100853,9/14/2017,9/19/2017,JB-15400,Essential,Debt Payment,52.448
176,US-2017-100853,9/14/2017,9/19/2017,JB-15400,Non-essential,Luxury,20.16
177,US-2020-152366,4/21/2020,4/25/2020,SJ-20500,Essential,Debt Payment,97.264
178,US-2018-101511,11/21/2018,11/23/2018,JE-15745,Essential,Utilities,396.802
179,US-2018-101511,11/21/2018,11/23/2018,JE-15745,Essential,Investing,15.88
180,CA-2018-137225,12/15/2018,12/19/2018,JK-15640,Non-essential,Luxury,3.28
181,CA-2017-166191,12/5/2017,12/9/2017,DK-13150,Essential,Saving,24.816
182,CA-2017-166191,12/5/2017,12/9/2017,DK-13150,Non-essential,Lifestyle,408.744
183,CA-2017-158274,11/19/2017,11/24/2017,RM-19675,Essential,Healthcare,503.96
184,CA-2017-158274,11/19/2017,11/24/2017,RM-19675,Essential,Healthcare,149.95
185,CA-2017-158274,11/19/2017,11/24/2017,RM-19675,Non-essential,Lifestyle,29
186,CA-2019-105018,11/28/2019,12/2/2019,SK-19990,Non-essential,Travel/Lifestyle,7.16
187,CA-2017-123260,8/26/2017,8/30/2017,FM-14290,Non-essential,Lifestyle,176.8
188,CA-2019-157000,7/16/2019,7/22/2019,AM-10360,Essential,Saving,37.224
189,CA-2019-157000,7/16/2019,7/22/2019,AM-10360,Non-essential,Luxury,20.016
190,CA-2018-102281,10/12/2018,10/14/2018,MP-17470,Essential,Insurance,899.136
191,CA-2018-102281,10/12/2018,10/14/2018,MP-17470,Essential,Healthcare,71.76
192,CA-2018-102281,10/12/2018,10/14/2018,MP-17470,Non-essential,Luxury,51.84
193,CA-2018-102281,10/12/2018,10/14/2018,MP-17470,Essential,Insurance,626.352
194,CA-2018-102281,10/12/2018,10/14/2018,MP-17470,Non-essential,Luxury,19.9
195,CA-2018-131457,10/31/2018,11/6/2018,MZ-17515,Non-essential,Tobacco,14.28
196,CA-2017-140004,3/21/2017,3/25/2017,CB-12025,Non-essential,Luxury,7.408
197,CA-2017-140004,3/21/2017,3/25/2017,CB-12025,Non-essential,Luxury,6.048
198,CA-2020-107720,11/6/2020,11/13/2020,VM-21685,Essential,Saving,46.26
199,US-2020-124303,7/6/2020,7/13/2020,FH-14365,Non-essential,Travel/Lifestyle,2.946
200,US-2020-124303,7/6/2020,7/13/2020,FH-14365,Non-essential,Luxury,16.056
201,CA-2020-105074,6/24/2020,6/29/2020,MB-17305,Non-essential,Luxury,21.744
202,CA-2017-133690,8/3/2017,8/5/2017,BS-11755,Essential,Food,218.75
203,CA-2017-133690,8/3/2017,8/5/2017,BS-11755,Essential,Debt Payment,2.6
204,US-2020-116701,12/17/2020,12/21/2020,LC-17140,Essential,Debt Payment,66.284
205,CA-2020-126382,6/3/2020,6/7/2020,HK-14890,Non-essential,Alcohol,35.168
206,CA-2020-108329,12/9/2020,12/14/2020,LE-16810,Essential,Healthcare,444.768
207,CA-2020-135860,12/1/2020,12/7/2020,JH-15985,Essential,Saving,83.92
208,CA-2020-135860,12/1/2020,12/7/2020,JH-15985,Essential,Healthcare,131.98
209,CA-2020-135860,12/1/2020,12/7/2020,JH-15985,Non-essential,Travel/Lifestyle,15.92
210,CA-2020-135860,12/1/2020,12/7/2020,JH-15985,Non-essential,Luxury,52.29
211,CA-2020-135860,12/1/2020,12/7/2020,JH-15985,Essential,Saving,91.99
212,CA-2018-101007,2/9/2018,2/13/2018,MS-17980,Non-essential,Lifestyle,20.8
213,CA-2018-146262,1/2/2018,1/9/2018,VW-21775,Non-essential,Luxury,23.68
214,CA-2018-146262,1/2/2018,1/9/2018,VW-21775,Essential,Insurance,452.45
215,CA-2018-146262,1/2/2018,1/9/2018,VW-21775,Essential,Healthcare,62.982
216,CA-2018-146262,1/2/2018,1/9/2018,VW-21775,Essential,Transportation,1188
217,CA-2018-146262,1/2/2018,1/9/2018,VW-21775,Non-essential,Lifestyle,89.584
218,CA-2019-130162,10/28/2019,11/1/2019,JH-15910,Essential,Saving,93.06
219,CA-2019-130162,10/28/2019,11/1/2019,JH-15910,Essential,Healthcare,302.376
220,CA-2018-169397,12/24/2018,12/27/2018,JB-15925,Non-essential,Luxury,5.584
221,CA-2018-169397,12/24/2018,12/27/2018,JB-15925,Non-essential,Luxury,22.704
222,CA-2018-169397,12/24/2018,12/27/2018,JB-15925,Non-essential,Travel/Lifestyle,19.776
223,CA-2018-169397,12/24/2018,12/27/2018,JB-15925,Non-essential,Alcohol,72.704
224,CA-2018-169397,12/24/2018,12/27/2018,JB-15925,Essential,Transportation,479.988
225,CA-2018-169397,12/24/2018,12/27/2018,JB-15925,Non-essential,Luxury,27.168
226,CA-2018-163055,8/9/2018,8/16/2018,DS-13180,Non-essential,Luxury,2.2
227,CA-2018-163055,8/9/2018,8/16/2018,DS-13180,Essential,Food,622.45
228,CA-2018-163055,8/9/2018,8/16/2018,DS-13180,Essential,Saving,21.98
229,US-2018-145436,2/28/2018,3/4/2018,VD-21670,Essential,Utilities,161.568
230,US-2018-145436,2/28/2018,3/4/2018,VD-21670,Essential,Utilities,389.696
231,US-2017-156216,9/13/2017,9/17/2017,EA-14035,Non-essential,Travel/Lifestyle,18.648
232,US-2020-100930,4/7/2020,4/12/2020,CS-12400,Essential,Food,233.86
233,US-2020-100930,4/7/2020,4/12/2020,CS-12400,Essential,Food,620.6145
234,US-2020-100930,4/7/2020,4/12/2020,CS-12400,Non-essential,Travel/Lifestyle,5.328
235,US-2020-100930,4/7/2020,4/12/2020,CS-12400,Non-essential,Alcohol,258.072
236,US-2020-100930,4/7/2020,4/12/2020,CS-12400,Non-essential,Lifestyle,617.976
237,CA-2020-160514,11/12/2020,11/16/2020,DB-13120,Non-essential,Luxury,10.56
238,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Non-essential,Luxury,25.92
239,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Non-essential,Alcohol,419.68
240,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Non-essential,Alcohol,11.688
241,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Essential,Healthcare,31.984
242,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Essential,Food,177.225
243,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Non-essential,Alcohol,4.044
244,CA-2019-157749,6/4/2019,6/9/2019,KL-16645,Non-essential,Luxury,7.408
245,CA-2017-131926,6/1/2017,6/6/2017,DW-13480,Essential,Utilities,2001.86
246,CA-2017-131926,6/1/2017,6/6/2017,DW-13480,Essential,Saving,166.72
247,CA-2017-131926,6/1/2017,6/6/2017,DW-13480,Non-essential,Luxury,47.88
248,CA-2017-131926,6/1/2017,6/6/2017,DW-13480,Essential,Debt Payment,1503.25
249,CA-2017-131926,6/1/2017,6/6/2017,DW-13480,Non-essential,Luxury,25.92
250,CA-2019-154739,12/10/2019,12/15/2019,LH-17155,Essential,Utilities,321.568
251,CA-2019-145625,9/11/2019,9/17/2019,KC-16540,Non-essential,Luxury,7.61
252,CA-2019-145625,9/11/2019,9/17/2019,KC-16540,Non-essential,Lifestyle,3347.37
253,CA-2019-146941,12/10/2019,12/13/2019,DL-13315,Essential,Saving,80.58
254,CA-2019-146941,12/10/2019,12/13/2019,DL-13315,Non-essential,Tobacco,361.92
255,US-2018-159982,11/28/2018,12/4/2018,DR-12880,Non-essential,Alcohol,12.132
256,US-2018-159982,11/28/2018,12/4/2018,DR-12880,Essential,Saving,82.368
257,US-2018-159982,11/28/2018,12/4/2018,DR-12880,Essential,Saving,53.92
258,US-2018-159982,11/28/2018,12/4/2018,DR-12880,Essential,Healthcare,647.904
259,CA-2020-163139,12/1/2020,12/3/2020,CC-12670,Non-essential,Lifestyle,20.37
260,CA-2020-163139,12/1/2020,12/3/2020,CC-12670,Essential,Saving,221.55
261,CA-2020-163139,12/1/2020,12/3/2020,CC-12670,Non-essential,Travel/Lifestyle,17.52
262,US-2020-155299,6/8/2020,6/12/2020,Dl-13600,Essential,Debt Payment,1.624
263,US-2017-106992,9/19/2017,9/21/2017,SB-20290,Essential,Transportation,3059.982
264,US-2017-106992,9/19/2017,9/21/2017,SB-20290,Essential,Transportation,2519.958
265,CA-2019-125318,6/6/2019,6/13/2019,RC-19825,Essential,Healthcare,328.224
266,CA-2018-155040,11/10/2018,11/15/2018,AH-10210,Non-essential,Lifestyle,79.9
267,CA-2020-136826,6/16/2020,6/20/2020,CB-12535,Non-essential,Luxury,14.016
268,CA-2019-111010,1/22/2019,1/28/2019,PG-18895,Non-essential,Luxury,7.56
269,US-2020-145366,12/9/2020,12/13/2020,CA-12310,Essential,Saving,37.208
270,US-2020-145366,12/9/2020,12/13/2020,CA-12310,Non-essential,Tobacco,57.576
271,CA-2020-163979,12/28/2020,1/2/2021,KH-16690,Essential,Saving,725.84
272,CA-2018-155334,7/30/2018,7/31/2018,HA-14920,Non-essential,Lifestyle,209.93
273,CA-2018-155334,7/30/2018,7/31/2018,HA-14920,Non-essential,Alcohol,5.28
274,CA-2018-155334,7/30/2018,7/31/2018,HA-14920,Non-essential,Travel/Lifestyle,10.92
275,CA-2020-118136,9/16/2020,9/17/2020,BB-10990,Non-essential,Luxury,8.82
276,CA-2020-118136,9/16/2020,9/17/2020,BB-10990,Non-essential,Luxury,5.98
277,CA-2020-132976,10/13/2020,10/17/2020,AG-10495,Non-essential,Luxury,11.648
278,CA-2020-132976,10/13/2020,10/17/2020,AG-10495,Non-essential,Luxury,18.176
279,CA-2020-132976,10/13/2020,10/17/2020,AG-10495,Essential,Saving,59.712
280,CA-2020-132976,10/13/2020,10/17/2020,AG-10495,Non-essential,Luxury,24.84
281,US-2018-161991,9/26/2018,9/28/2018,SC-20725,Non-essential,Travel/Lifestyle,2.08
282,US-2018-161991,9/26/2018,9/28/2018,SC-20725,Essential,Healthcare,1114.4
283,CA-2018-130890,11/2/2018,11/6/2018,JO-15280,Essential,Food,1038.84
284,CA-2018-130883,9/26/2018,10/2/2018,TB-21520,Non-essential,Luxury,141.76
285,CA-2018-130883,9/26/2018,10/2/2018,TB-21520,Non-essential,Lifestyle,239.8
286,CA-2018-130883,9/26/2018,10/2/2018,TB-21520,Non-essential,Luxury,31.104
287,CA-2019-112697,12/18/2019,12/20/2019,AH-10195,Non-essential,Travel/Lifestyle,254.058
288,CA-2019-112697,12/18/2019,12/20/2019,AH-10195,Essential,Debt Payment,194.528
289,CA-2019-112697,12/18/2019,12/20/2019,AH-10195,Essential,Investing,961.48
290,CA-2019-110772,11/20/2019,11/24/2019,NZ-18565,Non-essential,Luxury,19.096
291,CA-2019-110772,11/20/2019,11/24/2019,NZ-18565,Non-essential,Luxury,18.496
292,CA-2019-110772,11/20/2019,11/24/2019,NZ-18565,Non-essential,Lifestyle,255.984
293,CA-2019-110772,11/20/2019,11/24/2019,NZ-18565,Essential,Insurance,86.97
294,CA-2017-111451,12/26/2017,12/28/2017,KL-16555,Non-essential,Alcohol,300.416
295,CA-2017-111451,12/26/2017,12/28/2017,KL-16555,Essential,Utilities,230.352
296,CA-2017-111451,12/26/2017,12/28/2017,KL-16555,Non-essential,Alcohol,218.352
297,CA-2017-111451,12/26/2017,12/28/2017,KL-16555,Non-essential,Travel/Lifestyle,78.6
298,CA-2017-111451,12/26/2017,12/28/2017,KL-16555,Non-essential,Luxury,27.552
299,CA-2019-142545,10/28/2019,11/3/2019,JD-15895,Non-essential,Luxury,32.4
300,CA-2019-142545,10/28/2019,11/3/2019,JD-15895,Essential,Saving,1082.48
301,CA-2019-142545,10/28/2019,11/3/2019,JD-15895,Non-essential,Luxury,56.91
